crop,season,district,year,selling_price_range,selling_location,industry_name
mango,kharif,nalgonda,2021,4334–5721 ₹/quintal,local market,krishi produce ltd
tomato,rabi,mancherial,2024,1453–1967 ₹/quintal,nearest mandi,krishi produce ltd
onion,rabi,jagtial,2022,1932–3016 ₹/quintal,nearest mandi,telangana agri exports
pumpkin,zaid,nalgonda,2023,3375–4141 ₹/quintal,nearest mandi,mandi connect ltd
mustard,rabi,rajanna sircilla,2020,4189–4452 ₹/quintal,industry buyer,bharat agro mills
pomegranate,kharif,peddapalli,2021,5352–5944 ₹/quintal,industry buyer,green harvest corp
sunflower,zaid,bhadradri kothagudem,2023,5132–5365 ₹/quintal,industry buyer,krishi produce ltd
gram,rabi,rajanna sircilla,2024,2566–3217 ₹/quintal,industry buyer,rural farmers hub
coffee,kharif,nalgonda,2020,4822–6029 ₹/quintal,industry buyer,telangana agri exports
tomato,zaid,jangaon,2021,1423–2214 ₹/quintal,nearest mandi,agro industries ltd
carrot,rabi,kamareddy,2022,3077–3443 ₹/quintal,nearest mandi,bharat agro mills
saffron,rabi,jagtial,2021,3137–4588 ₹/quintal,nearest mandi,bharat agro mills
rubber,kharif,peddapalli,2022,3858–5203 ₹/quintal,nearest mandi,deccan agri trading
apple,rabi,mahabubabad,2020,3852–4357 ₹/quintal,nearest mandi,deccan agri trading
cotton,kharif,nirmal,2023,6438–7430 ₹/quintal,industry buyer,deccan agri trading
bitter gourd,kharif,wanaparthy,2020,4239–5115 ₹/quintal,nearest mandi,green harvest corp
hemp,kharif,sangareddy,2020,2837–3392 ₹/quintal,industry buyer,agro industries ltd
saffron,rabi,mahabubabad,2021,2990–3434 ₹/quintal,local market,agro industries ltd
rubber,kharif,kamareddy,2023,2956–3532 ₹/quintal,local market,green harvest corp
rice,kharif,nalgonda,2022,2143–2798 ₹/quintal,industry buyer,bharat agro mills
pomegranate,kharif,rajanna sircilla,2022,4032–5159 ₹/quintal,nearest mandi,agro industries ltd
potato,rabi,nizamabad,2022,971–1777 ₹/quintal,industry buyer,bharat agro mills
pomegranate,kharif,bhadradri kothagudem,2023,3585–4998 ₹/quintal,industry buyer,agro industries ltd
pumpkin,kharif,siddipet,2023,4552–4935 ₹/quintal,industry buyer,krishi produce ltd
peach,rabi,jangaon,2023,3414–4473 ₹/quintal,nearest mandi,deccan agri trading
coffee,kharif,nagarkurnool,2021,2996–4446 ₹/quintal,industry buyer,telangana agri exports
tomato,kharif,nizamabad,2023,1773–2709 ₹/quintal,industry buyer,deccan agri trading
arhar,kharif,peddapalli,2024,4141–5476 ₹/quintal,industry buyer,agro industries ltd
rice,rabi,adilabad,2021,2243–3391 ₹/quintal,local market,bharat agro mills
grapes,rabi,nagarkurnool,2024,3327–4148 ₹/quintal,local market,agro industries ltd
millets,kharif,medak,2021,4910–5702 ₹/quintal,nearest mandi,green harvest corp
brinjal,kharif,bhadradri kothagudem,2022,3183–4399 ₹/quintal,industry buyer,rural farmers hub
ginger,kharif,kamareddy,2020,3609–4581 ₹/quintal,local market,deccan agri trading
okra,kharif,karimnagar,2023,4144–4842 ₹/quintal,nearest mandi,bharat agro mills
potato,rabi,karimnagar,2022,949–1537 ₹/quintal,nearest mandi,telangana agri exports
papaya,rabi,rajanna sircilla,2020,2225–3310 ₹/quintal,industry buyer,telangana agri exports
cinnamon,kharif,jagtial,2021,3330–4602 ₹/quintal,industry buyer,krishi produce ltd
cumin,rabi,yadadri bhuvanagiri,2021,4247–5190 ₹/quintal,local market,telangana agri exports
millets,kharif,mulugu,2022,3185–3689 ₹/quintal,industry buyer,green harvest corp
cinnamon,kharif,suryapet,2020,3109–3689 ₹/quintal,nearest mandi,mandi connect ltd
urad,kharif,jogulamba gadwal,2023,3142–4621 ₹/quintal,local market,krishi produce ltd
rice,rabi,adilabad,2024,2040–2696 ₹/quintal,local market,agro industries ltd
soybean,kharif,karimnagar,2024,3670–4171 ₹/quintal,nearest mandi,bharat agro mills
sugarcane,kharif,warangal urban,2022,3187–4262 ₹/quintal,local market,agro industries ltd
garlic,rabi,jogulamba gadwal,2020,4872–6222 ₹/quintal,nearest mandi,bharat agro mills
watermelon,zaid,khammam,2022,2974–3578 ₹/quintal,industry buyer,deccan agri trading
cucumber,zaid,khammam,2024,4685–5198 ₹/quintal,local market,krishi produce ltd
cucumber,zaid,nizamabad,2023,2776–3726 ₹/quintal,industry buyer,rural farmers hub
muskmelon,zaid,warangal urban,2020,2509–3535 ₹/quintal,industry buyer,deccan agri trading
brinjal,rabi,mulugu,2023,3211–4244 ₹/quintal,local market,rural farmers hub
pomegranate,kharif,medak,2022,2918–4131 ₹/quintal,local market,agro industries ltd
cabbage,rabi,bhadradri kothagudem,2020,4702–5871 ₹/quintal,local market,agro industries ltd
soybean,kharif,jagtial,2020,4442–5034 ₹/quintal,nearest mandi,telangana agri exports
groundnut,kharif,khammam,2023,4148–4402 ₹/quintal,nearest mandi,rural farmers hub
muskmelon,zaid,kumuram bheem asifabad,2024,3090–3569 ₹/quintal,nearest mandi,bharat agro mills
pumpkin,zaid,vikarabad,2020,3023–3720 ₹/quintal,local market,deccan agri trading
apple,rabi,siddipet,2022,3300–4398 ₹/quintal,nearest mandi,green harvest corp
papaya,rabi,nirmal,2023,3521–3952 ₹/quintal,local market,bharat agro mills
pomegranate,kharif,wanaparthy,2022,2514–4006 ₹/quintal,industry buyer,agro industries ltd
hemp,kharif,nizamabad,2020,2965–4230 ₹/quintal,local market,telangana agri exports
barley,rabi,nagarkurnool,2020,4012–5479 ₹/quintal,local market,deccan agri trading
plum,rabi,nalgonda,2022,3385–4251 ₹/quintal,nearest mandi,deccan agri trading
clove,kharif,warangal rural,2020,4403–5644 ₹/quintal,industry buyer,krishi produce ltd
mustard,rabi,nirmal,2023,2799–3682 ₹/quintal,nearest mandi,rural farmers hub
millets,kharif,jagtial,2021,2818–3861 ₹/quintal,industry buyer,mandi connect ltd
pomegranate,kharif,mancherial,2022,3704–4906 ₹/quintal,local market,agro industries ltd
lychee,kharif,bhadradri kothagudem,2022,3733–5076 ₹/quintal,local market,mandi connect ltd
cinnamon,kharif,rangareddy,2024,2849–4253 ₹/quintal,nearest mandi,green harvest corp
pumpkin,kharif,jayashankar bhupalpally,2024,3254–4639 ₹/quintal,nearest mandi,bharat agro mills
sunflower,zaid,nizamabad,2020,2987–4265 ₹/quintal,industry buyer,agro industries ltd
guava,kharif,mahabubnagar,2022,2232–3497 ₹/quintal,nearest mandi,krishi produce ltd
bitter gourd,kharif,jagtial,2024,2022–2313 ₹/quintal,industry buyer,rural farmers hub
mustard,rabi,mahabubabad,2020,3752–4392 ₹/quintal,industry buyer,telangana agri exports
garlic,rabi,adilabad,2024,3564–4759 ₹/quintal,industry buyer,agro industries ltd
apple,rabi,warangal rural,2024,2953–4406 ₹/quintal,industry buyer,rural farmers hub
bottle gourd,kharif,mancherial,2024,3237–3784 ₹/quintal,industry buyer,rural farmers hub
peach,rabi,nirmal,2022,3310–4172 ₹/quintal,industry buyer,agro industries ltd
peach,rabi,siddipet,2022,3062–3533 ₹/quintal,industry buyer,telangana agri exports
pomegranate,kharif,adilabad,2024,2644–3154 ₹/quintal,industry buyer,krishi produce ltd
carrot,rabi,rangareddy,2022,3138–3678 ₹/quintal,nearest mandi,mandi connect ltd
lentil,rabi,mahabubnagar,2024,2973–3904 ₹/quintal,nearest mandi,green harvest corp
bitter gourd,kharif,siddipet,2021,3105–3880 ₹/quintal,industry buyer,rural farmers hub
tea,kharif,khammam,2023,3364–3728 ₹/quintal,nearest mandi,bharat agro mills
pumpkin,zaid,mulugu,2024,3516–4181 ₹/quintal,nearest mandi,green harvest corp
lemon,kharif,nagarkurnool,2022,3376–4005 ₹/quintal,nearest mandi,rural farmers hub
cucumber,zaid,nagarkurnool,2021,3294–4670 ₹/quintal,local market,telangana agri exports
orange,kharif,suryapet,2022,3483–4343 ₹/quintal,industry buyer,krishi produce ltd
banana,kharif,nalgonda,2022,2549–3453 ₹/quintal,local market,bharat agro mills
grapes,rabi,jagtial,2021,2951–3758 ₹/quintal,nearest mandi,krishi produce ltd
tea,kharif,hyderabad,2020,3140–4327 ₹/quintal,local market,telangana agri exports
orange,kharif,rajanna sircilla,2023,2962–3857 ₹/quintal,nearest mandi,agro industries ltd
carrot,rabi,yadadri bhuvanagiri,2023,3939–5351 ₹/quintal,industry buyer,bharat agro mills
cotton,kharif,mahabubabad,2021,6997–8165 ₹/quintal,nearest mandi,mandi connect ltd
soybean,kharif,hyderabad,2022,4146–5009 ₹/quintal,local market,rural farmers hub
grapes,rabi,mahabubabad,2022,2962–4422 ₹/quintal,nearest mandi,krishi produce ltd
beetroot,rabi,warangal urban,2023,2275–2773 ₹/quintal,nearest mandi,bharat agro mills
spices,zaid,bhadradri kothagudem,2023,5404–6440 ₹/quintal,industry buyer,krishi produce ltd
tomato,kharif,suryapet,2020,1462–2323 ₹/quintal,industry buyer,rural farmers hub
ginger,kharif,mahabubabad,2023,3517–4379 ₹/quintal,industry buyer,green harvest corp
cabbage,rabi,nirmal,2024,3686–4309 ₹/quintal,industry buyer,telangana agri exports
cotton,kharif,khammam,2020,6225–6720 ₹/quintal,local market,bharat agro mills
coffee,kharif,rangareddy,2020,4133–5512 ₹/quintal,local market,mandi connect ltd
clove,kharif,peddapalli,2024,3937–4440 ₹/quintal,local market,green harvest corp
peach,rabi,warangal urban,2021,5143–6531 ₹/quintal,industry buyer,bharat agro mills
grapes,rabi,adilabad,2020,3385–4323 ₹/quintal,local market,krishi produce ltd
grapes,rabi,nizamabad,2024,2795–3560 ₹/quintal,industry buyer,agro industries ltd
plum,rabi,mahabubabad,2024,3263–4088 ₹/quintal,nearest mandi,telangana agri exports
turmeric,kharif,kamareddy,2024,8072–8428 ₹/quintal,local market,krishi produce ltd
cucumber,zaid,medak,2021,2829–3492 ₹/quintal,nearest mandi,deccan agri trading
pulses,rabi,nizamabad,2023,2879–3080 ₹/quintal,industry buyer,deccan agri trading
brinjal,kharif,warangal rural,2021,3114–3899 ₹/quintal,industry buyer,agro industries ltd
spices,rabi,suryapet,2022,3241–3457 ₹/quintal,local market,bharat agro mills
muskmelon,zaid,peddapalli,2024,3507–4668 ₹/quintal,nearest mandi,telangana agri exports
coffee,kharif,nalgonda,2020,3720–4354 ₹/quintal,local market,green harvest corp
turmeric,kharif,jayashankar bhupalpally,2022,8003–8406 ₹/quintal,industry buyer,mandi connect ltd
maize,kharif,mulugu,2023,1757–2578 ₹/quintal,industry buyer,rural farmers hub
cotton,kharif,mancherial,2024,5760–6455 ₹/quintal,local market,telangana agri exports
coriander,rabi,karimnagar,2024,4110–5441 ₹/quintal,local market,telangana agri exports
rice,rabi,jogulamba gadwal,2020,2132–3006 ₹/quintal,local market,agro industries ltd
bottle gourd,kharif,medchal–malkajgiri,2020,2936–4306 ₹/quintal,nearest mandi,krishi produce ltd
muskmelon,zaid,nirmal,2023,4439–5425 ₹/quintal,industry buyer,mandi connect ltd
ragi,kharif,nirmal,2022,4825–5391 ₹/quintal,nearest mandi,telangana agri exports
bottle gourd,kharif,jogulamba gadwal,2024,5067–5607 ₹/quintal,local market,agro industries ltd
turmeric,kharif,wanaparthy,2024,6589–7474 ₹/quintal,industry buyer,green harvest corp
papaya,kharif,khammam,2020,3048–4027 ₹/quintal,local market,rural farmers hub
orange,kharif,jangaon,2020,3594–4630 ₹/quintal,nearest mandi,agro industries ltd
potato,rabi,jangaon,2023,1450–2327 ₹/quintal,local market,green harvest corp
groundnut,kharif,jagtial,2021,4253–4858 ₹/quintal,industry buyer,deccan agri trading
brinjal,rabi,yadadri bhuvanagiri,2024,2709–3424 ₹/quintal,industry buyer,krishi produce ltd
mango,kharif,nalgonda,2022,4053–4827 ₹/quintal,industry buyer,krishi produce ltd
guava,kharif,peddapalli,2023,3257–4464 ₹/quintal,industry buyer,telangana agri exports
rubber,kharif,hyderabad,2021,1999–2645 ₹/quintal,industry buyer,green harvest corp
ginger,kharif,nirmal,2021,2577–3443 ₹/quintal,nearest mandi,agro industries ltd
mango,kharif,jayashankar bhupalpally,2020,3485–4978 ₹/quintal,local market,telangana agri exports
tomato,rabi,jayashankar bhupalpally,2024,1335–2363 ₹/quintal,nearest mandi,mandi connect ltd
mustard,rabi,rajanna sircilla,2024,2882–3229 ₹/quintal,industry buyer,rural farmers hub
hemp,kharif,karimnagar,2023,3368–3824 ₹/quintal,nearest mandi,telangana agri exports
cabbage,rabi,peddapalli,2020,4141–5203 ₹/quintal,local market,agro industries ltd
rubber,kharif,kamareddy,2020,3667–4861 ₹/quintal,nearest mandi,telangana agri exports
rubber,kharif,jangaon,2020,4286–4561 ₹/quintal,nearest mandi,krishi produce ltd
tea,kharif,medchal–malkajgiri,2022,2405–3494 ₹/quintal,local market,deccan agri trading
groundnut,kharif,suryapet,2022,4096–5156 ₹/quintal,industry buyer,mandi connect ltd
brinjal,rabi,medak,2022,3303–4034 ₹/quintal,industry buyer,green harvest corp
chilli,rabi,nirmal,2020,6013–7095 ₹/quintal,local market,bharat agro mills
jowar,kharif,rangareddy,2023,2800–4001 ₹/quintal,local market,telangana agri exports
mango,kharif,yadadri bhuvanagiri,2020,3060–3630 ₹/quintal,industry buyer,telangana agri exports
lemon,kharif,kamareddy,2022,2947–3451 ₹/quintal,local market,rural farmers hub
grapes,rabi,nalgonda,2023,3731–5171 ₹/quintal,industry buyer,agro industries ltd
watermelon,zaid,bhadradri kothagudem,2020,2788–4026 ₹/quintal,local market,telangana agri exports
beetroot,rabi,mahabubnagar,2024,4588–5111 ₹/quintal,industry buyer,krishi produce ltd
tomato,rabi,mahabubnagar,2024,1611–2806 ₹/quintal,local market,telangana agri exports
ginger,kharif,nizamabad,2023,3571–4771 ₹/quintal,local market,bharat agro mills
spices,rabi,kamareddy,2022,3306–4446 ₹/quintal,industry buyer,krishi produce ltd
coriander,rabi,karimnagar,2022,3705–4020 ₹/quintal,local market,agro industries ltd
jowar,rabi,yadadri bhuvanagiri,2022,2711–3996 ₹/quintal,industry buyer,mandi connect ltd
chilli,kharif,mahabubnagar,2020,6577–7408 ₹/quintal,industry buyer,telangana agri exports
ragi,kharif,vikarabad,2022,3194–4513 ₹/quintal,local market,rural farmers hub
banana,rabi,jayashankar bhupalpally,2021,2914–3753 ₹/quintal,local market,krishi produce ltd
pulses,kharif,jogulamba gadwal,2024,2403–3341 ₹/quintal,local market,rural farmers hub
arhar,kharif,karimnagar,2023,2039–3251 ₹/quintal,industry buyer,rural farmers hub
lentil,rabi,warangal rural,2023,3322–4699 ₹/quintal,nearest mandi,krishi produce ltd
gram,rabi,warangal urban,2020,2440–3902 ₹/quintal,industry buyer,telangana agri exports
brinjal,kharif,jangaon,2021,2943–3548 ₹/quintal,local market,deccan agri trading
cumin,rabi,mulugu,2024,4030–4277 ₹/quintal,local market,bharat agro mills
ridge gourd,kharif,warangal rural,2020,4070–4673 ₹/quintal,local market,mandi connect ltd
cotton,kharif,kumuram bheem asifabad,2020,5627–6498 ₹/quintal,local market,mandi connect ltd
maize,kharif,khammam,2024,2043–2910 ₹/quintal,nearest mandi,telangana agri exports
sesame,kharif,mancherial,2020,3752–5134 ₹/quintal,industry buyer,telangana agri exports
lentil,rabi,medak,2020,2917–4179 ₹/quintal,local market,krishi produce ltd
rubber,kharif,mancherial,2022,1970–2483 ₹/quintal,nearest mandi,rural farmers hub
muskmelon,zaid,hyderabad,2020,3790–3998 ₹/quintal,nearest mandi,mandi connect ltd
jute,kharif,medak,2024,3229–4712 ₹/quintal,local market,green harvest corp
orange,kharif,kamareddy,2022,2398–2957 ₹/quintal,local market,agro industries ltd
watermelon,zaid,kamareddy,2023,2638–4121 ₹/quintal,nearest mandi,krishi produce ltd
banana,kharif,kamareddy,2020,3859–5249 ₹/quintal,local market,krishi produce ltd
cucumber,zaid,jangaon,2022,3966–4317 ₹/quintal,nearest mandi,mandi connect ltd
pulses,kharif,peddapalli,2024,3287–4468 ₹/quintal,industry buyer,bharat agro mills
orange,kharif,medak,2022,3545–4584 ₹/quintal,local market,rural farmers hub
soybean,kharif,mancherial,2024,4168–4857 ₹/quintal,local market,agro industries ltd
ragi,kharif,jagtial,2021,3567–4517 ₹/quintal,local market,krishi produce ltd
maize,rabi,medchal–malkajgiri,2022,1731–2042 ₹/quintal,nearest mandi,krishi produce ltd
coriander,rabi,warangal rural,2022,3049–4306 ₹/quintal,nearest mandi,bharat agro mills
rubber,kharif,mahabubabad,2021,3728–4521 ₹/quintal,nearest mandi,rural farmers hub
cucumber,zaid,yadadri bhuvanagiri,2023,4117–5583 ₹/quintal,industry buyer,rural farmers hub
watermelon,zaid,karimnagar,2020,2780–4261 ₹/quintal,local market,krishi produce ltd
bottle gourd,kharif,vikarabad,2020,1907–2989 ₹/quintal,industry buyer,deccan agri trading
maize,rabi,wanaparthy,2022,2071–2480 ₹/quintal,nearest mandi,deccan agri trading
moong,kharif,medak,2024,3821–4806 ₹/quintal,local market,green harvest corp
sesame,kharif,vikarabad,2022,2746–3195 ₹/quintal,local market,krishi produce ltd
apple,rabi,vikarabad,2024,2490–3542 ₹/quintal,industry buyer,agro industries ltd
cabbage,rabi,warangal rural,2023,3618–4766 ₹/quintal,nearest mandi,agro industries ltd
okra,kharif,kamareddy,2024,2532–3506 ₹/quintal,local market,mandi connect ltd
spices,zaid,peddapalli,2023,4126–4807 ₹/quintal,industry buyer,deccan agri trading
papaya,rabi,suryapet,2022,2855–3997 ₹/quintal,local market,green harvest corp
cinnamon,kharif,warangal rural,2023,4536–5281 ₹/quintal,local market,krishi produce ltd
potato,rabi,kamareddy,2021,1191–2008 ₹/quintal,local market,agro industries ltd
jute,kharif,kumuram bheem asifabad,2024,3771–4552 ₹/quintal,industry buyer,krishi produce ltd
carrot,rabi,hyderabad,2024,3558–4369 ₹/quintal,nearest mandi,agro industries ltd
chilli,kharif,mahabubnagar,2023,6709–7021 ₹/quintal,local market,deccan agri trading
ginger,kharif,nirmal,2020,2813–3369 ₹/quintal,nearest mandi,agro industries ltd
sunflower,zaid,medchal–malkajgiri,2021,2878–3150 ₹/quintal,nearest mandi,green harvest corp
cabbage,rabi,mahabubabad,2022,5052–6061 ₹/quintal,industry buyer,agro industries ltd
sesame,kharif,rajanna sircilla,2024,3470–4863 ₹/quintal,nearest mandi,mandi connect ltd
